,전체기간,절반기간,쿼터기간,피자기간,평균,중앙값,high_mean,max
2023-06-28-03:00,26,21,22,35,26.0,24.0,30.5,35.0
2023-06-28-03:15,26,21,22,35,26.0,24.0,30.5,35.0
2023-06-28-03:30,26,21,22,35,26.0,24.0,30.5,35.0
2023-06-28-03:45,26,21,22,35,26.0,24.0,30.5,35.0
2023-06-28-04:00,22,20,21,24,21.75,21.5,23.0,24.0
2023-06-28-04:15,22,20,21,25,22.0,21.5,23.5,25.0
2023-06-28-04:30,22,20,21,24,21.75,21.5,23.0,24.0
2023-06-28-04:45,22,21,21,24,22.0,21.5,23.0,24.0
2023-06-28-05:00,22,59,22,55,39.5,38.5,57.0,59.0
2023-06-28-05:15,21,63,22,54,40.0,38.0,58.5,63.0
2023-06-28-05:30,21,46,22,52,35.25,34.0,49.0,52.0
2023-06-28-05:45,22,47,23,44,34.0,33.5,45.5,47.0
2023-06-28-06:00,22,26,22,26,24.0,24.0,26.0,26.0
2023-06-28-06:15,22,26,22,25,23.75,23.5,25.5,26.0
2023-06-28-06:30,21,24,22,22,22.25,22.0,23.0,24.0
2023-06-28-06:45,22,22,22,23,22.25,22.0,22.5,23.0
2023-06-28-07:00,25,22,21,24,23.0,23.0,24.5,25.0
2023-06-28-07:15,23,22,22,25,23.0,22.5,24.0,25.0
2023-06-28-07:30,30,25,24,27,26.5,26.0,28.5,30.0
2023-06-28-07:45,25,27,25,26,25.75,25.5,26.5,27.0
2023-06-28-08:00,26,30,45,31,33.0,30.5,38.0,45.0
2023-06-28-08:15,31,31,46,33,35.25,32.0,39.5,46.0
2023-06-28-08:30,30,33,46,35,36.0,34.0,40.5,46.0
2023-06-28-08:45,36,35,46,39,39.0,37.5,42.5,46.0
2023-06-28-09:00,39,62,89,90,70.0,75.5,89.5,90.0
2023-06-28-09:15,47,71,86,91,73.75,78.5,88.5,91.0
2023-06-28-09:30,59,77,86,91,78.25,81.5,88.5,91.0
2023-06-28-09:45,75,87,86,91,84.75,86.5,89.0,91.0
2023-06-28-10:00,100,97,84,97,94.5,97.0,98.5,100.0
2023-06-28-10:15,105,105,99,96,101.25,102.0,105.0,105.0
2023-06-28-10:30,97,108,106,98,102.25,102.0,107.0,108.0
2023-06-28-10:45,98,121,118,101,109.5,109.5,119.5,121.0
2023-06-28-11:00,108,112,103,102,106.25,105.5,110.0,112.0
2023-06-28-11:15,131,118,113,112,118.5,115.5,124.5,131.0
2023-06-28-11:30,123,130,136,129,129.5,129.5,133.0,136.0
2023-06-28-11:45,147,137,137,131,138.0,137.0,142.0,147.0
2023-06-28-12:00,139,134,140,144,139.25,139.5,142.0,144.0
2023-06-28-12:15,127,137,143,130,134.25,133.5,140.0,143.0
2023-06-28-12:30,128,129,139,134,132.5,131.5,136.5,139.0
2023-06-28-12:45,114,116,125,125,120.0,120.5,125.0,125.0
2023-06-28-13:00,111,110,114,126,115.25,112.5,120.0,126.0
2023-06-28-13:15,102,105,124,117,112.0,111.0,120.5,124.0
2023-06-28-13:30,105,112,124,130,117.75,118.0,127.0,130.0
2023-06-28-13:45,100,112,124,130,116.5,118.0,127.0,130.0
2023-06-28-14:00,99,111,108,108,106.5,108.0,109.5,111.0
2023-06-28-14:15,104,111,108,112,108.75,109.5,111.5,112.0
2023-06-28-14:30,103,111,101,111,106.5,107.0,111.0,111.0
2023-06-28-14:45,95,110,104,105,103.5,104.5,107.5,110.0
2023-06-28-15:00,85,113,100,103,100.25,101.5,108.0,113.0
2023-06-28-15:15,93,112,107,111,105.75,109.0,111.5,112.0
2023-06-28-15:30,90,107,98,105,100.0,101.5,106.0,107.0
2023-06-28-15:45,84,103,96,98,95.25,97.0,100.5,103.0
2023-06-28-16:00,104,102,94,103,100.75,102.5,103.5,104.0
2023-06-28-16:15,73,107,91,110,95.25,99.0,108.5,110.0
2023-06-28-16:30,72,108,91,107,94.5,99.0,107.5,108.0
2023-06-28-16:45,89,105,93,79,91.5,91.0,99.0,105.0
2023-06-28-17:00,87,98,99,82,91.5,92.5,98.5,99.0
2023-06-28-17:15,69,95,85,82,82.75,83.5,90.0,95.0
2023-06-28-17:30,51,76,79,66,68.0,71.0,77.5,79.0
2023-06-28-17:45,50,79,81,85,73.75,80.0,83.0,85.0
2023-06-28-18:00,51,71,80,80,70.5,75.5,80.0,80.0
2023-06-28-18:15,55,69,80,79,70.75,74.0,79.5,80.0
2023-06-28-18:30,53,70,75,76,68.5,72.5,75.5,76.0
2023-06-28-18:45,58,70,76,81,71.25,73.0,78.5,81.0
2023-06-28-19:00,39,65,73,72,62.25,68.5,72.5,73.0
2023-06-28-19:15,38,62,73,73,61.5,67.5,73.0,73.0
2023-06-28-19:30,41,61,75,72,62.25,66.5,73.5,75.0
2023-06-28-19:45,38,62,75,72,61.75,67.0,73.5,75.0
2023-06-28-20:00,37,52,50,49,47.0,49.5,51.0,52.0
2023-06-28-20:15,33,42,42,43,40.0,42.0,42.5,43.0
2023-06-28-20:30,34,39,37,42,38.0,38.0,40.5,42.0
2023-06-28-20:45,30,38,40,43,37.75,39.0,41.5,43.0
2023-06-28-21:00,28,36,40,31,33.75,33.5,38.0,40.0
2023-06-28-21:15,28,40,32,31,32.75,31.5,36.0,40.0
2023-06-28-21:30,26,40,31,30,31.75,30.5,35.5,40.0
2023-06-28-21:45,26,29,28,30,28.25,28.5,29.5,30.0
2023-06-28-22:00,25,30,27,30,28.0,28.5,30.0,30.0
2023-06-28-22:15,25,27,25,23,25.0,25.0,26.0,27.0
2023-06-28-22:30,24,27,25,23,24.75,24.5,26.0,27.0
2023-06-28-22:45,25,27,24,23,24.75,24.5,26.0,27.0
2023-06-28-23:00,24,27,24,23,24.5,24.0,25.5,27.0
2023-06-28-23:15,24,27,24,25,25.0,24.5,26.0,27.0
2023-06-28-23:30,23,27,23,24,24.25,23.5,25.5,27.0
2023-06-28-23:45,24,27,23,24,24.5,24.0,25.5,27.0
2023-06-29-00:00,23,24,24,28,24.75,24.0,26.0,28.0
2023-06-29-00:15,23,24,22,28,24.25,23.5,26.0,28.0
2023-06-29-00:30,22,24,22,28,24.0,23.0,26.0,28.0
2023-06-29-00:45,22,23,22,28,23.75,22.5,25.5,28.0
2023-06-29-01:00,21,23,22,34,25.0,22.5,28.5,34.0
2023-06-29-01:15,21,23,22,34,25.0,22.5,28.5,34.0
2023-06-29-01:30,21,22,23,34,25.0,22.5,28.5,34.0
2023-06-29-01:45,20,22,22,34,24.5,22.0,28.0,34.0
2023-06-29-02:00,21,22,22,30,23.75,22.0,26.0,30.0
2023-06-29-02:15,21,22,22,30,23.75,22.0,26.0,30.0
2023-06-29-02:30,21,22,22,30,23.75,22.0,26.0,30.0
2023-06-29-02:45,21,22,21,30,23.5,21.5,26.0,30.0
2023-06-29-03:00,21,22,21,36,25.0,21.5,29.0,36.0
2023-06-29-03:15,21,22,21,36,25.0,21.5,29.0,36.0
2023-06-29-03:30,21,22,21,35,24.75,21.5,28.5,35.0
2023-06-29-03:45,21,22,21,44,27.0,21.5,33.0,44.0
2023-06-29-04:00,20,23,21,26,22.5,22.0,24.5,26.0
2023-06-29-04:15,20,23,21,26,22.5,22.0,24.5,26.0
2023-06-29-04:30,21,23,21,26,22.75,22.0,24.5,26.0
2023-06-29-04:45,21,23,21,26,22.75,22.0,24.5,26.0
2023-06-29-05:00,21,45,21,35,30.5,28.0,40.0,45.0
2023-06-29-05:15,21,44,21,35,30.25,28.0,39.5,44.0
2023-06-29-05:30,21,42,21,35,29.75,28.0,38.5,42.0
2023-06-29-05:45,21,42,21,35,29.75,28.0,38.5,42.0
2023-06-29-06:00,21,23,21,22,21.75,21.5,22.5,23.0
2023-06-29-06:15,21,23,21,22,21.75,21.5,22.5,23.0
2023-06-29-06:30,21,23,21,22,21.75,21.5,22.5,23.0
2023-06-29-06:45,21,23,21,22,21.75,21.5,22.5,23.0
2023-06-29-07:00,21,21,20,22,21.0,21.0,21.5,22.0
2023-06-29-07:15,24,21,22,21,22.0,21.5,23.0,24.0
2023-06-29-07:30,25,23,23,22,23.25,23.0,24.0,25.0
2023-06-29-07:45,25,24,23,22,23.5,23.5,24.5,25.0
2023-06-29-08:00,26,26,41,29,30.5,27.5,35.0,41.0
2023-06-29-08:15,24,27,39,29,29.75,28.0,34.0,39.0
2023-06-29-08:30,28,29,39,31,31.75,30.0,35.0,39.0
2023-06-29-08:45,35,30,39,34,34.5,34.5,37.0,39.0
2023-06-29-09:00,32,34,52,49,41.75,41.5,50.5,52.0
2023-06-29-09:15,37,43,59,49,47.0,46.0,54.0,59.0
2023-06-29-09:30,53,42,59,50,51.0,51.5,56.0,59.0
2023-06-29-09:45,47,46,56,52,50.25,49.5,54.0,56.0
2023-06-29-10:00,39,54,64,63,55.0,58.5,63.5,64.0
2023-06-29-10:15,72,55,71,67,66.25,69.0,71.5,72.0
2023-06-29-10:30,73,64,73,67,69.25,70.0,73.0,73.0
2023-06-29-10:45,64,58,81,69,68.0,66.5,75.0,81.0
2023-06-29-11:00,85,87,70,69,77.75,77.5,86.0,87.0
2023-06-29-11:15,88,89,81,73,82.75,84.5,88.5,89.0
2023-06-29-11:30,86,111,102,106,101.25,104.0,108.5,111.0
2023-06-29-11:45,82,89,89,116,94.0,89.0,102.5,116.0
2023-06-29-12:00,104,88,89,108,97.25,96.5,106.0,108.0
2023-06-29-12:15,103,100,98,92,98.25,99.0,101.5,103.0
2023-06-29-12:30,82,97,96,94,92.25,95.0,96.5,97.0
2023-06-29-12:45,94,95,92,95,94.0,94.5,95.0,95.0
2023-06-29-13:00,94,87,88,89,89.5,88.5,91.5,94.0
2023-06-29-13:15,79,83,88,82,83.0,82.5,85.5,88.0
2023-06-29-13:30,86,80,86,90,85.5,86.0,88.0,90.0
2023-06-29-13:45,75,83,81,79,79.5,80.0,82.0,83.0
2023-06-29-14:00,76,79,80,79,78.5,79.0,79.5,80.0
2023-06-29-14:15,73,78,79,76,76.5,77.0,78.5,79.0
2023-06-29-14:30,79,80,78,85,80.5,79.5,82.5,85.0
2023-06-29-14:45,64,78,78,79,74.75,78.0,78.5,79.0
2023-06-29-15:00,62,71,78,79,72.5,74.5,78.5,79.0
2023-06-29-15:15,68,70,77,79,73.5,73.5,78.0,79.0
2023-06-29-15:30,68,60,73,75,69.0,70.5,74.0,75.0
2023-06-29-15:45,58,63,68,74,65.75,65.5,71.0,74.0
2023-06-29-16:00,62,65,62,61,62.5,62.0,63.5,65.0
2023-06-29-16:15,69,68,64,61,65.5,66.0,68.5,69.0
2023-06-29-16:30,66,64,62,57,62.25,63.0,65.0,66.0
2023-06-29-16:45,63,64,62,57,61.5,62.5,63.5,64.0
2023-06-29-17:00,60,62,54,63,59.75,61.0,62.5,63.0
2023-06-29-17:15,61,65,53,63,60.5,62.0,64.0,65.0
2023-06-29-17:30,60,60,57,63,60.0,60.0,61.5,63.0
2023-06-29-17:45,49,53,57,63,55.5,55.0,60.0,63.0
2023-06-29-18:00,69,49,58,53,57.25,55.5,63.5,69.0
2023-06-29-18:15,54,49,56,59,54.5,55.0,57.5,59.0
2023-06-29-18:30,51,48,56,77,58.0,53.5,66.5,77.0
2023-06-29-18:45,57,49,52,76,58.5,54.5,66.5,76.0
2023-06-29-19:00,48,56,52,66,55.5,54.0,61.0,66.0
2023-06-29-19:15,48,53,52,73,56.5,52.5,63.0,73.0
2023-06-29-19:30,53,49,52,73,56.75,52.5,63.0,73.0
2023-06-29-19:45,44,46,52,72,53.5,49.0,62.0,72.0
2023-06-29-20:00,37,38,51,49,43.75,43.5,50.0,51.0
2023-06-29-20:15,34,32,43,40,37.25,37.0,41.5,43.0
2023-06-29-20:30,31,32,43,27,33.25,31.5,37.5,43.0
2023-06-29-20:45,33,37,46,28,36.0,35.0,41.5,46.0
2023-06-29-21:00,40,32,46,25,35.75,36.0,43.0,46.0
2023-06-29-21:15,34,32,38,26,32.5,33.0,36.0,38.0
2023-06-29-21:30,36,32,37,28,33.25,34.0,36.5,37.0
2023-06-29-21:45,36,30,35,27,32.0,32.5,35.5,36.0
2023-06-29-22:00,35,32,34,26,31.75,33.0,34.5,35.0
2023-06-29-22:15,35,30,28,24,29.25,29.0,32.5,35.0
2023-06-29-22:30,34,30,27,25,29.0,28.5,32.0,34.0
2023-06-29-22:45,33,26,27,25,27.75,26.5,30.0,33.0
2023-06-29-23:00,26,26,26,25,25.75,26.0,26.0,26.0
2023-06-29-23:15,24,26,26,25,25.25,25.5,26.0,26.0
2023-06-29-23:30,23,24,25,24,24.0,24.0,24.5,25.0
2023-06-29-23:45,23,24,25,24,24.0,24.0,24.5,25.0
2023-06-30-00:00,25,24,26,28,25.75,25.5,27.0,28.0
2023-06-30-00:15,23,24,23,27,24.25,23.5,25.5,27.0
2023-06-30-00:30,23,24,23,27,24.25,23.5,25.5,27.0
2023-06-30-00:45,23,23,22,27,23.75,23.0,25.0,27.0
2023-06-30-01:00,22,24,22,36,26.0,23.0,30.0,36.0
2023-06-30-01:15,21,23,22,36,25.5,22.5,29.5,36.0
2023-06-30-01:30,21,23,23,36,25.75,23.0,29.5,36.0
2023-06-30-01:45,21,23,23,36,25.75,23.0,29.5,36.0
2023-06-30-02:00,21,22,23,33,24.75,22.5,28.0,33.0
2023-06-30-02:15,21,22,22,34,24.75,22.0,28.0,34.0
2023-06-30-02:30,21,22,22,33,24.5,22.0,27.5,33.0
2023-06-30-02:45,21,22,22,33,24.5,22.0,27.5,33.0
2023-06-30-03:00,22,22,22,38,26.0,22.0,30.0,38.0
2023-06-30-03:15,22,22,22,38,26.0,22.0,30.0,38.0
2023-06-30-03:30,22,22,21,36,25.25,22.0,29.0,36.0
2023-06-30-03:45,22,22,21,36,25.25,22.0,29.0,36.0
2023-06-30-04:00,21,22,21,24,22.0,21.5,23.0,24.0
2023-06-30-04:15,21,22,21,24,22.0,21.5,23.0,24.0
2023-06-30-04:30,21,22,22,25,22.5,22.0,23.5,25.0
2023-06-30-04:45,21,22,22,25,22.5,22.0,23.5,25.0
2023-06-30-05:00,20,44,22,45,32.75,33.0,44.5,45.0
2023-06-30-05:15,21,43,22,45,32.75,32.5,44.0,45.0
2023-06-30-05:30,21,44,22,45,33.0,33.0,44.5,45.0
2023-06-30-05:45,21,45,21,45,33.0,33.0,45.0,45.0
2023-06-30-06:00,21,22,21,23,21.75,21.5,22.5,23.0
2023-06-30-06:15,22,22,21,23,22.0,22.0,22.5,23.0
2023-06-30-06:30,21,24,21,23,22.25,22.0,23.5,24.0
2023-06-30-06:45,21,24,21,23,22.25,22.0,23.5,24.0
2023-06-30-07:00,21,25,21,24,22.75,22.5,24.5,25.0
2023-06-30-07:15,20,23,22,24,22.25,22.5,23.5,24.0
2023-06-30-07:30,25,23,23,23,23.5,23.0,24.0,25.0
2023-06-30-07:45,27,24,23,23,24.25,23.5,25.5,27.0
2023-06-30-08:00,24,22,41,33,30.0,28.5,37.0,41.0
2023-06-30-08:15,25,21,40,33,29.75,29.0,36.5,40.0
2023-06-30-08:30,29,23,40,34,31.5,31.5,37.0,40.0
2023-06-30-08:45,34,23,40,35,33.0,34.5,37.5,40.0
2023-06-30-09:00,41,34,62,68,51.25,51.5,65.0,68.0
2023-06-30-09:15,45,46,62,69,55.5,54.0,65.5,69.0
2023-06-30-09:30,54,53,55,53,53.75,53.5,54.5,55.0
2023-06-30-09:45,52,58,55,56,55.25,55.5,57.0,58.0
2023-06-30-10:00,53,47,69,85,63.5,61.0,77.0,85.0
2023-06-30-10:15,53,58,73,90,68.5,65.5,81.5,90.0
2023-06-30-10:30,58,62,74,90,71.0,68.0,82.0,90.0
2023-06-30-10:45,63,59,79,88,72.25,71.0,83.5,88.0
2023-06-30-11:00,77,94,86,89,86.5,87.5,91.5,94.0
2023-06-30-11:15,104,92,94,90,95.0,93.0,99.0,104.0
2023-06-30-11:30,87,108,104,105,101.0,104.5,106.5,108.0
2023-06-30-11:45,84,113,107,100,101.0,103.5,110.0,113.0
2023-06-30-12:00,79,112,109,102,100.5,105.5,110.5,112.0
2023-06-30-12:15,82,110,100,104,99.0,102.0,107.0,110.0
2023-06-30-12:30,78,110,111,107,101.5,108.5,110.5,111.0
2023-06-30-12:45,78,103,101,102,96.0,101.5,102.5,103.0
2023-06-30-13:00,73,106,99,102,95.0,100.5,104.0,106.0
2023-06-30-13:15,82,100,92,101,93.75,96.0,100.5,101.0
2023-06-30-13:30,89,96,87,91,90.75,90.0,93.5,96.0
2023-06-30-13:45,88,96,82,83,87.25,85.5,92.0,96.0
2023-06-30-14:00,88,97,90,89,91.0,89.5,93.5,97.0
2023-06-30-14:15,86,91,91,89,89.25,90.0,91.0,91.0
2023-06-30-14:30,81,98,83,89,87.75,86.0,93.5,98.0
2023-06-30-14:45,70,100,92,89,87.75,90.5,96.0,100.0
2023-06-30-15:00,67,93,92,89,85.25,90.5,92.5,93.0
2023-06-30-15:15,63,89,91,89,83.0,89.0,90.0,91.0
2023-06-30-15:30,76,83,76,76,77.75,76.0,79.5,83.0
2023-06-30-15:45,65,76,77,68,71.5,72.0,76.5,77.0
2023-06-30-16:00,69,80,67,62,69.5,68.0,74.5,80.0
2023-06-30-16:15,82,75,67,70,73.5,72.5,78.5,82.0
2023-06-30-16:30,74,70,68,53,66.25,69.0,72.0,74.0
2023-06-30-16:45,69,70,63,56,64.5,66.0,69.5,70.0
2023-06-30-17:00,69,56,54,58,59.25,57.0,63.5,69.0
2023-06-30-17:15,59,57,58,58,58.0,58.0,58.5,59.0
2023-06-30-17:30,60,59,63,58,60.0,59.5,61.5,63.0
2023-06-30-17:45,54,59,63,74,62.5,61.0,68.5,74.0
2023-06-30-18:00,64,58,61,62,61.25,61.5,63.0,64.0
2023-06-30-18:15,52,58,57,56,55.75,56.5,57.5,58.0
2023-06-30-18:30,54,57,58,54,55.75,55.5,57.5,58.0
2023-06-30-18:45,52,57,61,61,57.75,59.0,61.0,61.0
2023-06-30-19:00,65,55,61,58,59.75,59.5,63.0,65.0
2023-06-30-19:15,53,50,61,58,55.5,55.5,59.5,61.0
2023-06-30-19:30,51,49,69,56,56.25,53.5,62.5,69.0
2023-06-30-19:45,48,45,65,55,53.25,51.5,60.0,65.0
2023-06-30-20:00,48,39,47,49,45.75,47.5,48.5,49.0
2023-06-30-20:15,39,37,40,42,39.5,39.5,41.0,42.0
2023-06-30-20:30,28,38,39,36,35.25,37.0,38.5,39.0
2023-06-30-20:45,38,35,42,35,37.5,36.5,40.0,42.0
2023-06-30-21:00,30,34,42,29,33.75,32.0,38.0,42.0
2023-06-30-21:15,30,36,35,30,32.75,32.5,35.5,36.0
2023-06-30-21:30,25,37,36,31,32.25,33.5,36.5,37.0
2023-06-30-21:45,26,33,37,31,31.75,32.0,35.0,37.0
2023-06-30-22:00,29,31,36,30,31.5,30.5,33.5,36.0
2023-06-30-22:15,28,30,30,24,28.0,29.0,30.0,30.0
2023-06-30-22:30,27,30,29,25,27.75,28.0,29.5,30.0
2023-06-30-22:45,27,26,29,25,26.75,26.5,28.0,29.0
2023-06-30-23:00,28,26,27,25,26.5,26.5,27.5,28.0
2023-06-30-23:15,24,26,27,25,25.5,25.5,26.5,27.0
2023-06-30-23:30,24,24,27,24,24.75,24.0,25.5,27.0
2023-06-30-23:45,24,24,27,24,24.75,24.0,25.5,27.0
